500,100000
45,444,11655
387,245,24810
168,417,12999
339,20,6451
38,445,16741
114,12,14802
361,237,27296
324,228,11450
74,158,10412
429,403,18569
98,131,13553
248,329,2908
382,306,1584
431,457,1398
191,113,28573
189,428,29812
112,169,2619
163,291,4813
302,144,32214
214,17,3414
168,375,32056
249,252,25827
377,89,28998
412,248,11490
70,132,1122
192,177,32412
242,467,27205
239,294,1871
152,184,16345
158,348,11126
439,22,15281
319,426,25540
170,261,29492
133,313,29617
410,364,6654
488,414,2167
138,495,11695
266,472,26370
350,169,10661
219,16,28853
103,487,7319
16,2,19356
474,87,4319
36,293,19316
158,326,6316
181,68,15083
222,363,8460
252,242,18534
261,222,4475
124,53,7143
123,304,16637
383,48,17389
437,469,2806
335,464,17771
476,270,21562
152,71,28779
394,208,5133
158,474,2084
466,281,9305
206,334,26381
77,447,24095
200,53,22271
426,251,28547
57,162,27595
180,466,16769
433,154,26376
299,54,14878
121,392,6234
486,16,2282
42,437,283
395,415,9522
273,195,14444
109,134,27709
369,276,2328
374,114,13142
133,319,5328
142,203,29853
142,205,163
482,98,20183
149,405,23753
355,362,12208
360,374,11799
384,305,32042
357,339,18861
151,285,15922
451,301,9162
218,137,27540
313,456,22722
65,301,2493
204,133,9095
119,110,16662
323,253,14164
248,296,11735
454,62,6728
178,326,24990
142,439,5138
332,339,10564
153,192,4340
331,298,12712
28,209,25025
316,456,25359
71,33,26061
283,242,30306
176,137,9733
154,8,30232
207,454,22821
255,450,16776
241,293,7317
15,331,6676
34,495,16337
350,358,18391
222,361,20462
456,239,10422
1,433,32112
471,361,9846
346,99,12074
371,408,862
234,420,12005
46,127,5018
91,332,20977
183,185,26352
192,176,28511
415,264,9018
178,100,28560
273,40,9339
280,14,5705
286,426,2088
59,416,27993
148,60,6163
249,269,25154
238,66,15247
108,31,26995
6,389,8711
281,286,18092
445,41,12628
33,475,11371
459,164,12618
347,184,711
218,237,23343
297,226,24655
395,100,20245
242,280,8122
466,22,19034
272,92,5006
1,498,8624
120,107,13583
411,4,18046
268,294,24079
83,247,21117
213,465,13682
332,255,1498
72,128,1167
238,259,9029
69,490,16299
466,139,29364
329,70,13887
19,459,16070
475,6,12248
55,94,10756
211,137,16541
275,469,4220
92,173,27886
202,282,8030
219,385,21906
212,177,12206
292,391,11889
490,340,4640
221,464,16333
424,6,10684
464,181,13938
230,362,16349
315,174,8542
414,309,14247
208,221,15305
205,139,9
103,75,6294
22,389,10976
1,286,148
106,304,13540
318,277,26397
264,288,7509
226,419,20719
486,349,15787
47,188,5766
473,6,4960
100,301,2723
13,450,22861
32,473,18384
399,334,31946
369,206,11093
281,170,24068
387,297,9285
61,356,8475
85,202,11489
254,277,7615
413,5,6840
7,331,16288
119,488,16258
318,215,13192
424,471,12616
15,214,13734
399,290,6759
90,357,4650
87,24,18577
270,122,2001
433,481,6856
321,426,9195
227,487,29123
498,290,26199
291,7,2244
194,241,18136
429,40,1846
307,207,27828
172,476,20421
209,130,998
31,450,23023
406,429,1396
460,25,29786
485,315,18796
318,315,1036
456,140,27013
486,266,5946
469,295,23763
357,181,9706
15,393,14784
278,288,10545
112,183,1543
32,147,15619
165,120,24507
317,449,19057
275,204,7355
358,145,18240
317,74,1959
181,59,465
142,126,14021
317,26,32303
102,439,31959
203,333,721
297,95,20398
14,136,25651
10,24,4434
336,73,30860
154,455,24619
216,224,10753
241,34,31846
292,158,18275
195,349,14
178,58,14298
161,245,13462
58,462,20501
467,150,3014
98,231,18375
488,61,31557
329,19,17570
38,326,310
48,330,11283
366,107,15782
290,101,32612
384,457,8122
6,314,32270
185,140,30434
112,1,14442
5,224,6007
161,323,12543
436,104,32651
443,57,13591
474,217,31802
269,161,15668
272,220,4949
463,398,20058
167,201,13731
274,263,31800
154,353,27496
301,414,20805
364,57,9819
79,317,3163
273,189,11624
35,105,21644
332,454,19569
60,306,963
14,15,13088
243,56,5596
375,314,30961
463,16,15062
498,307,23132
27,242,7492
480,187,7983
91,40,11744
354,131,17210
16,302,27457
89,433,29148
209,206,2341
297,42,31251
384,399,19846
123,493,32533
318,288,12179
280,41,8984
171,158,13227
219,53,27468
226,349,26251
32,49,16753
184,97,6727
361,158,26941
376,92,11162
385,463,19725
105,193,24550
404,352,23353
198,473,14689
112,273,8479
202,476,11959
340,145,31247
398,437,26413
229,257,20412
328,469,22764
316,78,11576
229,26,3901
271,350,26277
273,325,15582
335,241,10022
77,310,8891
1,428,9135
485,76,19880
166,156,19659
189,430,19961
370,434,29296
381,453,25092
102,429,13420
156,60,10479
64,488,7978
136,71,25956
303,107,18344
121,498,12276
455,23,27387
136,285,18260
57,244,21699
144,185,188
395,226,27973
250,44,17678
182,403,6967
297,259,6034
474,430,28251
58,500,26974
241,205,8060
419,482,2262
163,456,10094
42,56,24248
218,370,21014
96,281,29368
89,390,5046
269,53,28567
118,2,21984
387,219,9013
393,408,16099
58,416,20760
101,305,29079
447,192,11858
390,132,15558
56,47,5078
389,167,3555
324,38,15076
383,480,7439
280,40,19496
143,289,10626
34,169,28758
179,116,3321
105,156,19315
372,166,7461
33,472,29405
480,180,4848
304,299,1083
269,317,21486
159,485,31554
31,203,15028
301,355,2598
309,368,14338
98,407,20566
101,143,25884
499,467,4032
280,435,28070
63,309,21537
281,409,1593
492,496,5180
366,308,26473
406,383,13212
361,175,22428
13,385,7419
105,270,13194
408,487,13303
65,18,22470
406,459,24267
329,15,7907
442,478,27506
52,471,5878
211,289,11854
443,146,3978
113,467,10229
368,24,25107
316,124,9969
72,220,29485
148,309,27019
259,312,7677
254,6,23107
385,119,7118
134,128,28649
12,491,29077
38,139,28876
465,167,802
95,119,31630
413,262,21314
222,101,23616
417,278,18208
343,107,665
287,415,17015
89,4,17942
121,406,11527
394,434,19366
294,159,17567
10,157,11875
470,373,1206
487,40,21819
300,30,6454
333,463,13839
469,343,21296
4,439,8398
25,136,29052
432,218,32747
241,61,32401
181,303,22169
54,409,26993
237,232,15830
490,278,17503
195,461,21471
208,217,25537
97,106,18408
34,428,30484
6,296,385
290,96,8663
428,500,12908
277,312,18060
130,64,15417
264,223,1921
29,56,9543
425,186,21601
346,22,4351
345,197,30286
395,387,13088
370,123,32456
370,257,13010
383,279,22789
133,19,2990
239,450,11502
55,454,17855
120,225,6619
330,409,11654
40,456,30260
18,383,23373
180,23,15222
221,349,29455
48,112,9428
444,153,10644
225,71,8812
438,242,31851
431,158,18907
469,198,25819
440,436,29133
312,26,7059
136,419,3702
13,414,19024
450,327,24993
132,361,2257
235,419,17933
362,58,13468
364,273,25163
344,34,5737
369,126,22561
71,335,25270
446,3,18627
289,238,21816
119,96,24789
54,360,462
68,72,2128
185,179,8006
442,471,23143
209,120,14488
351,306,3129
408,241,2047
439,130,13759
25,32,4975
140,66,14679
104,235,1354
469,152,17428
231,415,15893
405,451,5313
393,191,32221
472,180,3681
315,384,4980
57,173,27442
453,363,6366
219,76,32767
247,180,32653
270,453,11174
32,383,7744
394,91,26307
379,186,7289
428,446,11730
389,275,31142
52,103,21220
61,155,7533
10,327,17510
360,471,28249
339,253,8514
78,314,32106
59,304,17724
369,38,24157
99,123,27092
86,72,21189
355,291,30486
223,409,592
333,5,32026
266,195,9414
405,189,23082
378,103,21162
54,415,6850
236,271,14212
90,367,30698
54,445,11576
473,378,19864
243,165,27135
60,386,17944
220,462,29397
498,61,6323
491,131,638
103,436,26890
431,212,6507
200,318,25053
498,176,1323
495,351,24889
210,44,28202
44,306,17730
200,500,28908
238,262,28688
421,486,1030
480,392,15964
273,362,32387
264,306,16370
373,336,2678
339,500,21021
68,9,15848
289,207,7052
72,175,2154
406,439,9822
111,308,11749
390,47,16476
180,223,14220
127,113,12936
344,33,10739
3,210,6273
454,237,31675
412,208,30080
10,232,19028
191,355,26565
171,338,12996
250,99,23767
197,200,4722
72,430,14312
311,122,22626
370,266,18737
235,410,2422
161,375,4142
154,249,14968
136,176,23541
436,469,6442
493,450,17450
122,120,14733
391,25,31287
243,455,13412
60,249,23808
372,188,26006
14,201,11403
498,51,24613
396,311,17727
284,379,1274
153,377,1621
163,449,6243
263,321,17963
7,70,7253
371,199,23370
310,361,20072
20,404,24828
268,292,19848
457,330,32519
80,410,16170
264,320,1822
455,114,6518
6,279,6786
115,281,30297
109,226,3036
346,200,26448
493,118,31138
261,208,20476
466,254,7270
63,178,17314
163,231,5390
266,210,18854
319,218,17258
323,259,25875
411,394,26018
97,426,25291
226,246,11066
314,118,11282
172,27,12084
426,156,12874
306,204,12971
445,123,18484
339,126,15668
406,354,7100
87,150,16369
380,63,27019
214,351,30038
499,323,13190
216,61,32470
426,348,23921
278,234,18500
469,260,11341
72,12,11483
288,391,13659
29,199,8986
105,141,4035
249,183,19456
429,455,10320
43,359,22820
417,132,8823
447,458,21174
434,26,29635
57,168,23693
287,132,23162
228,432,8779
386,202,29047
461,308,31293
211,358,28073
273,315,27190
286,154,24201
184,130,19377
148,319,27301
34,296,10799
447,152,12669
364,58,25190
437,263,18677
84,416,23191
336,379,8439
464,245,18325
226,139,11342
211,478,17275
30,266,14684
398,344,25409
55,6,31058
251,41,18988
445,196,22614
225,13,7831
346,43,9636
29,375,15048
226,11,10863
211,214,24156
445,39,27729
209,106,23609
345,415,27969
158,78,12960
112,81,13509
328,191,27395
454,406,31382
232,298,16727
105,466,31635
260,34,21662
361,355,29675
248,290,8025
158,401,331
232,249,15707
215,7,22591
382,142,14500
163,489,17079
225,253,3275
282,435,18019
95,83,29320
421,241,9361
39,123,8305
489,480,13760
268,367,13167
372,168,31250
126,103,18454
86,70,23466
203,145,21512
186,182,27547
88,202,15451
451,241,2910
37,497,18246
218,459,29394
24,211,13942
108,342,1828
314,103,12657
415,229,2610
192,182,716
345,487,21947
363,129,24188
448,462,24019
395,86,5014
334,25,13276
103,173,16407
356,272,24960
341,125,10974
196,413,1550
104,440,24456
237,118,23727
499,166,1901
232,95,19596
335,45,8744
232,491,59
306,97,1403
309,401,13328
232,327,16233
157,54,801
193,277,26328
342,46,10895
148,487,7614
270,191,15637
331,264,11091
371,257,30239
463,460,3465
156,239,5838
235,50,11694
465,85,18979
6,181,19001
365,436,2245
484,127,3333
260,381,15992
352,257,16580
19,489,25039
119,453,32216
425,13,19036
65,41,11485
228,489,25161
214,215,26495
196,130,16642
35,300,26107
128,356,28437
455,130,28292
98,301,21836
407,310,29326
416,402,31969
360,132,10474
308,36,188
416,394,882
112,96,20677
157,204,3725
408,157,6134
499,107,2532
430,167,12462
471,10,10529
65,189,14744
495,440,5449
484,467,19084
387,343,26096
369,42,23542
241,478,20960
35,95,3674
141,207,26716
83,75,26717
488,476,25170
172,366,4417
446,102,23252
114,50,26848
18,15,19210
322,286,1401
205,353,10605
397,97,10639
436,463,3195
397,132,2264
58,197,13790
135,51,7617
37,28,19017
132,341,25558
50,108,28864
464,331,26032
431,434,20289
130,176,19765
460,79,5137
38,290,6994
220,126,16923
366,444,26744
204,336,7194
26,325,8569
449,83,7564
124,375,11429
307,379,16797
372,452,20781
109,23,14223
335,114,12093
484,31,24899
424,59,8521
256,10,25588
178,485,3963
66,89,31812
475,223,9300
189,486,32296
74,208,32205
387,31,15959
232,202,30881
165,44,26182
172,298,7055
396,288,13532
238,287,1705
373,371,15710
432,98,12046
31,120,19004
210,408,22550
135,56,6026
222,399,30598
490,297,21505
359,448,10629
85,451,19385
467,479,11580
43,170,30818
133,124,3776
13,223,15714
289,68,19729
29,228,32166
66,402,30535
392,184,19707
2,388,16047
235,102,5927
234,91,6654
239,173,26160
207,114,14828
431,268,7831
392,114,28822
458,131,13197
279,314,15719
188,93,13025
100,7,18971
123,65,25377
426,344,13516
13,296,29701
83,200,5514
11,37,10336
407,229,24049
92,72,14061
117,267,23046
291,345,29370
70,101,8081
469,393,14758
9,421,13625
476,443,3245
42,119,3330
493,100,2296
369,234,9739
90,130,2542
160,404,22416
263,396,23476
51,456,31651
250,190,25307
478,363,31257
349,484,18748
313,266,9374
409,420,26912
17,487,31466
311,348,10066
376,474,23182
479,14,424
32,485,24536
268,395,6948
120,137,26037
439,163,20422
417,114,12449
261,200,10648
86,115,29954
407,206,15780
94,464,9091
131,329,21204
342,147,17995
319,100,3563
386,172,20509
297,482,6868
266,454,1158
296,122,29344
27,437,13280
368,180,26028
317,161,6316
376,37,5948
143,405,21502
485,215,32141
271,97,23534
455,272,30866
198,205,32757
225,106,15548
26,211,30971
197,314,28174
351,125,24300
15,245,30499
128,21,10104
219,309,3378
299,239,24703
150,370,26035
272,390,29736
437,424,6539
462,419,27604
366,282,15591
216,181,10659
301,338,26248
187,297,3354
180,119,5795
272,204,8973
195,430,18403
300,217,12669
144,442,12405
177,4,22937
62,406,10138
399,149,27796
88,494,29182
1,56,19250
155,457,2900
224,377,10965
51,196,11796
215,67,17954
201,200,28412
390,18,5515
467,198,3830
318,379,1624
13,271,8546
244,10,9997
495,9,7684
90,114,30270
154,98,15617
484,166,32049
85,50,24747
310,117,12762
217,78,9235
62,66,21523
190,258,13971
151,163,10280
80,163,19414
227,244,9479
409,80,25863
265,281,30389
21,477,25376
425,343,9691
213,185,31652
451,396,23423
17,201,8224
196,221,9297
124,46,32324
360,158,22796
82,144,16758
38,275,31195
271,188,44
371,85,26825
365,406,3702
83,133,5017
466,388,7285
439,481,22436
468,57,25272
166,26,19087
114,441,30648
476,123,12031
323,327,20193
90,58,9983
76,392,24895
15,280,3714
426,282,12892
429,3,16805
116,302,6379
445,393,31021
251,252,27660
87,464,18710
152,87,22022
52,122,13555
262,116,26326
28,113,17839
415,470,11647
107,179,17540
344,231,12376
464,182,27973
219,442,15311
155,75,7759
101,236,31832
283,459,22205
260,174,897
350,81,17335
59,242,361
470,198,17388
374,48,29439
474,394,13464
378,109,4620
100,353,25185
83,498,20147
484,74,10196
39,110,21324
334,430,32705
177,48,16713
226,73,15793
57,369,12197
126,352,246
349,440,19939
83,314,11713
422,204,8986
229,275,19890
316,299,12091
93,117,3669
223,342,7500
469,466,15242
463,57,28908
343,135,13813
290,303,15517
135,35,12644
213,246,16083
267,475,20912
248,356,18587
194,327,206
434,471,9802
110,58,17223
461,104,16146
311,107,32186
131,390,30078
191,386,15910
9,147,27664
195,305,29242
394,67,14442
59,264,10664
328,460,31293
137,387,20806
336,461,32312
1,403,23705
500,29,4285
206,168,20227
39,73,26677
496,48,9692
265,314,8282
420,442,29549
480,409,6636
356,353,21075
62,20,13337
115,254,15640
222,357,16369
1,252,17431
474,338,15161
117,101,31679
208,218,28233
268,289,19181
207,132,14778
90,484,15373
361,497,1832
44,152,24879
299,163,336
406,174,24130
107,398,21669
458,27,22549
215,137,25230
251,267,1821
361,66,23373
437,294,21199
4,345,15294
322,419,24750
378,241,25803
65,443,21282
342,359,30096
281,425,11273
34,60,12657
60,202,23615
242,305,13603
448,344,27627
469,141,16378
174,324,26376
88,277,23339
358,415,7585
420,43,14735
487,469,19096
167,315,24235
397,136,21982
287,21,13448
433,475,12457
317,471,6865
187,3,26317
180,196,8260
53,51,32188
339,218,22331
237,415,13588
49,315,2613
289,29,691
244,122,30357
363,389,25180
321,449,8998
149,10,21818
70,419,13565
337,378,18419
53,448,8390
274,385,5638
239,464,4019
249,372,6052
259,46,5746
104,244,9039
297,389,16900
4,271,16086
75,285,20803
241,302,29583
167,90,887
89,209,26595
44,349,856
291,275,5243
497,401,1407
254,84,7976
44,280,26853
126,209,10257
250,60,6673
59,22,9961
429,113,15675
320,95,9706
357,347,760
201,182,13330
167,141,21570
305,409,22663
126,217,1904
298,159,8740
36,174,4849
97,247,16945
15,334,10699
383,27,515
226,3,26734
14,301,6293
80,21,11588
285,290,13075
236,317,31468
73,85,13942
133,416,7657
63,311,20108
350,500,12783
307,104,32083
344,415,24567
203,371,19831
66,476,29437
474,427,7323
36,249,5993
410,475,16946
460,103,8781
330,356,24077
207,436,5372
119,221,26098
4,208,1714
219,399,8359
312,491,15486
304,297,16645
459,244,2713
295,419,30751
395,12,29547
89,132,31603
76,51,10183
147,202,20468
471,457,13126
331,107,6703
167,490,11022
45,71,10841
141,343,9181
172,198,19190
224,271,19388
454,27,29099
423,392,29611
30,117,7273
188,443,22725
87,132,6466
236,116,26200
416,144,3390
177,253,31833
292,144,13544
374,440,5230
136,151,294
95,118,21943
368,208,22520
471,179,30232
45,309,605
104,480,3209
171,269,8564
358,312,28510
169,363,9207
357,186,5630
283,235,29485
336,192,18688
470,113,18960
318,103,15443
371,420,13801
500,211,40
178,399,20441
276,216,26478
435,325,7758
301,195,26002
429,281,22562
400,134,27073
420,344,26526
449,199,27418
326,90,24470
220,164,30344
120,462,32590
307,193,23121
425,31,29176
253,325,21614
193,364,15583
128,66,16456
347,52,23457
100,236,30074
148,426,10691
418,336,16336
421,18,22591
254,253,23509
249,206,21551
26,203,27961
452,499,15514
199,330,1486
493,287,20751
34,15,14201
15,273,25201
18,412,29613
439,368,1970
332,268,2975
352,253,23211
463,249,17075
325,471,25938
320,69,20945
298,422,25077
263,275,21925
461,466,4433
93,497,6565
32,109,21775
473,204,5091
247,310,1597
108,185,312
179,238,20043
136,56,31937
397,200,3025
474,385,7320
98,422,20492
186,101,17035
143,39,14975
327,96,683
317,462,27045
410,332,15646
185,120,8460
57,450,8658
290,50,32623
90,288,12315
351,373,32681
71,190,7534
173,138,5535
490,378,13745
45,118,5224
191,241,3281
26,288,15715
231,125,3242
17,324,28668
325,218,23393
73,275,67
315,459,5560
271,145,20149
490,406,13837
425,232,26039
222,481,3072
187,325,12730
410,73,12788
237,487,28420
226,427,17639
49,304,13447
343,30,6227
455,457,9563
263,256,795
390,36,23210
438,58,943
167,324,5683
299,100,10469
118,404,20921
415,246,5411
14,24,19271
433,110,21309
494,71,14726
100,246,12294
138,126,11230
54,218,23501
350,59,27282
78,202,696
56,211,16518
493,215,23641
340,25,23393
159,200,9844
344,325,7485
371,396,24582
250,304,21396
84,396,11547
196,354,23178
392,237,28171
369,405,21815
417,145,6178
291,337,11891
443,184,5293
408,42,18680
151,430,28066
6,452,31738
119,486,22113
86,480,2820
87,88,26215
222,462,32626
140,204,13615
76,88,22327
490,76,13069
255,157,17550
330,451,31871
399,123,21367
237,420,24732
218,146,1663
334,141,20437
237,494,29559
189,172,31216
346,61,11140
77,259,18617
11,370,7412
185,70,16979
388,279,19115
446,331,13613
114,23,5661
42,483,13492
112,258,32168
148,233,18106
250,205,17517
433,190,24621
138,261,11898
213,127,10548
341,353,20380
228,411,21888
419,241,30068
73,36,18626
408,228,26014
495,167,10365
6,269,3862
227,401,21506
350,70,202
368,450,28159
236,11,7131
322,95,23411
418,467,1001
69,226,4975
277,177,11319
290,385,186
191,243,4529
388,298,2001
485,213,17546
368,151,9063
144,291,20904
395,376,15927
374,79,21864
16,431,9180
334,5,11282
387,451,2447
369,254,11263
325,198,23659
355,423,1938
265,446,18584
27,6,18779
232,268,2608
171,51,3116
38,230,31410
124,118,12334
1,475,5486
380,170,12372
398,61,1679
429,247,31025
97,262,2628
342,355,19249
419,181,30764
114,135,4279
318,380,20080
150,61,2719
43,400,25846
169,465,13904
347,352,13743
473,427,15620
297,104,841
85,53,26197
330,340,31065
397,4,21986
212,175,28206
8,349,31606
180,427,30081
214,2,28349
264,481,9034
68,385,27503
123,169,15293
9,80,5466
350,216,29495
184,76,18602
500,171,28287
184,320,24094
379,476,13891
107,29,8941
138,310,534
